Date,Close,Volume,mom1,mom3,ROC_15,EMA_20,Oil,Gold,DAAA,AAPL,JNJ,XOM,TE1,DE1,S&P-F,Dollar index-F
2011-08-11,1172.640015,-0.2656439627,-0.0441524035,-0.0666344642,-12.7370165024,1239.65111748,0.0292594822,-0.006772009,4.46,0.0275234399,0.0538205639,0.0521829054,2.33,1.03,4.01,0.05
2011-08-12,1178.810059,0.5306115249,0.0462900215,0.0474068478,-12.3574339808,1233.85673095,-0.0033926065,-0.0136363636,4.34,0.0088038158,-0.0012610025,0.0058675327,2.23,1.04,0.71,-0.09
2011-08-15,1204.48999,-0.2424535226,0.0052616693,-0.0441524035,-9.9399638585,1231.05989848,0.0315764761,0.0017281106,4.4,0.0170296696,0.0194127996,0.0318055694,2.29,1.04,1.85,-1.08
2011-08-16,1192.76001,0.1869361199,0.0217846215,0.0462900215,-10.449414926,1227.41229006,-0.0139963587,0.0250143761,4.31,-0.0076419602,-0.0035608456,-0.0106340152,2.21,1.04,-0.52,0.22
2011-08-17,1193.890015,-0.1347227699,-0.009738545,0.0052616693,-8.5064640486,1224.21969243,0.0107328332,0.0042075736,4.37,-0.0001051251,-0.0015537445,0.0089796463,2.16,0.91,-0.19,-0.45
2011-08-18,1140.650024,-0.2628624947,0.0009473867,0.0217846215,-12.3028911705,1216.26067639,-0.0593742864,0.0189944134,4.27,-0.0378246185,-0.0171179889,-0.0434196579,2.07,0.93,-3.91,0.75
2011-08-19,1123.530029,0.59748486,-0.0445937149,-0.009738545,-13.0583152423,1207.42918616,-0.0006069434,0.0131578947,4.22,-0.0273733557,-0.0003166719,-0.0160699037,2.07,0.97,-1.71,-0.27
2011-08-22,1123.819946,0.0519974611,-0.0150089814,0.0009473867,-12.6750277774,1199.46640139,0.0253856431,0.0159632035,4.23,0.00115158,0.0023757048,0.0054440829,2.09,1.0,-0.07,0.08
2011-08-23,1162.349976,-0.0778274034,0.0002580412,-0.0445937149,-7.3123136571,1195.93150373,0.0110163468,-0.0007989348,4.33,0.0481427945,0.0265444774,0.0495868339,2.14,1.01,3.14,-0.28
2011-08-24,1177.599976,0.0602692508,0.0342848782,-0.0150089814,-6.5648945707,1194.18564395,-0.0042179262,-0.0565031983,4.47,0.006905811,0.0086193319,-0.0016291473,2.27,1.03,1.17,0.18
2011-08-25,1159.27002,0.0814834883,0.0131199727,0.0002580412,-3.3997956649,1190.86034643,0.0018825744,-0.0231638418,4.45,-0.0065394303,-0.0149549216,-0.0240685882,2.22,1.03,-1.24,0.36
2011-08-26,1176.800049,-0.1240514785,-0.01556552,0.0342848782,-1.8826356873,1189.52127048,0.0025836759,0.034123771,4.39,0.0263833424,-0.0041828658,0.0121220849,2.19,1.05,1.6,-0.66
2011-08-29,1210.079956,-0.1603175171,0.0151216099,0.0131199727,8.094974198,1191.47924053,0.0222560618,-1.0,4.48,0.0166588433,0.0245799942,0.0203745047,2.28,1.05,2.72,-0.12
2011-08-30,1212.920044,0.0814792565,0.0282800014,-0.01556552,3.4446891765,1193.52122181,0.018677667,0.0,4.33,5.12834329795e-05,-0.0013665958,-0.0028332298,2.18,1.08,-0.27,0.3
2011-08-31,1218.890015,0.1520523469,0.0023470251,0.0151216099,8.7556661662,1195.93729736,-0.0010123735,-0.0063013699,4.41,-0.0132310575,0.0004562263,0.0014882018,2.22,1.07,1.08,0.23
2011-09-01,1204.420044,-0.0925293859,0.0049219823,0.0282800014,2.7101266027,1196.74517799,0.0013511992,0.0041356493,4.33,-0.0098745053,-0.007142872,-0.0071602137,2.13,1.05,-1.35,0.53
2011-09-02,1173.969971,-0.0792128709,-0.0118714329,0.0023470251,-0.4105909992,1194.57611066,-0.0278871022,0.0297913234,4.13,-0.0183187699,-0.0192867283,-0.0183698331,2.0,1.07,-2.66,0.38
2011-09-06,1165.23999,0.1595369104,-0.0252819381,0.0049219823,-3.2586406135,1191.7821944,-0.0053209948,0.0105319291,4.08,0.0152118859,0.0088965038,-0.0137232744,1.96,1.11,-0.41,1.12
2011-09-07,1198.619995,-0.1298868726,-0.0074362899,-0.0118714329,0.4912962332,1192.43341351,0.0389580184,-0.0448548813,4.17,0.0110338018,0.0122215503,0.0351370334,2.05,1.13,2.96,-0.64
2011-09-08,1185.900024,0.005433412,0.0286464636,-0.0252819381,-0.6692401226,1191.81118594,-0.0032460264,0.0248618785,4.13,0.0005470294,-0.0073361302,-0.0112695448,1.99,1.13,-1.11,1.03
2011-09-09,1154.22998,0.0271434234,-0.0106121799,-0.0074362899,1.1905453657,1188.23202347,-0.0203256597,-0.0021563342,4.07,-0.017337473,-0.0201693312,-0.0248557814,1.93,1.14,-2.34,1.24
2011-09-12,1162.27002,0.1269369894,-0.0267054923,0.0286464636,3.4480601319,1185.75945171,0.0108895002,-0.0091842247,4.06,0.0065169097,-0.0007856537,0.0116884098,1.93,1.17,0.45,0.48
2011-09-13,1172.869995,-0.0942585445,0.0069657175,-0.0106121799,4.3645825272,1184.5318844,0.0229050913,-0.0076335878,4.15,0.0123177267,0.0003145306,-0.0026446828,2.0,1.17,0.71,-0.86
2011-09-14,1188.680054,0.0652309046,0.0091200623,-0.0267054923,2.2652452827,1184.92694817,-0.0144108192,-0.0008241758,4.14,0.0121678647,0.0018864801,0.0138171245,2.03,1.19,1.45,-0.16
2011-09-15,1209.109985,-0.1016716332,0.0134798052,0.0069657175,2.6757820688,1187.23009454,0.0055111911,-0.0200714875,4.19,0.0094014874,0.0105131335,0.0188601737,2.09,1.21,1.91,-0.79
2011-09-16,1216.01001,0.1716978479,0.0171870731,0.0091200623,4.8944584973,1189.97103887,-0.0161073826,0.0067340067,4.18,0.019187742,0.0029502173,0.0072963246,2.07,1.21,0.45,0.42
2011-09-19,1204.089966,-0.1895067338,0.0057066976,0.0134798052,2.3189935302,1191.31569859,-0.025693497,0.0,4.04,0.0277902615,-0.0069669767,-0.0114018238,1.98,1.24,-1.56,1.11
2011-09-20,1202.089966,0.014437531,-0.0098025871,0.0171870731,-0.6602861208,1192.3418193,0.014235706,0.002787068,4.05,0.0044214123,0.0012473028,0.0042063095,1.95,1.25,-0.15,0.12
2011-09-21,1166.76001,0.0956851986,-0.0016610055,0.0057066976,-3.805694714,1189.90545651,-0.0132305568,-0.0033351862,4.04,-0.0031684291,-0.0169729054,-0.0275638555,1.87,1.1,-3.37,0.43
2011-09-22,1129.560059,0.4175889015,-0.0293904425,-0.0098025871,-7.3287954533,1184.15827579,-0.0638918037,-0.0395984384,3.84,-0.0250400223,-0.0191668459,-0.037932513,1.72,1.2,-2.79,1.59
2011-09-23,1136.430054,-0.1586137243,-0.0318831214,-0.0016610055,-5.64503973,1179.61273086,-0.0088429443,-0.0191637631,3.93,0.0061718529,-0.0053294252,0.0010109763,1.84,1.22,0.56,0.16
2011-09-26,1162.949951,-0.1555161146,0.0060820095,-0.0293904425,-0.9386969235,1178.02579945,0.0049007288,-0.0538780343,4.06,-0.0027949098,0.017860026,0.0347713616,1.91,1.22,2.54,-0.21
2011-09-27,1175.380005,0.1648809636,0.0233361454,-0.0318831214,0.8702082907,1177.77381902,0.0526447418,0.0381727159,4.15,-0.0096981347,0.0180252196,0.016592345,2.0,1.24,0.95,-1.3
2011-09-28,1151.060059,-0.1370209422,0.0106883826,0.0060820095,-3.9678910913,1175.2296514,-0.0384889522,-0.0096443641,4.1,-0.0056354505,-0.0089313695,-0.0115211076,2.04,1.28,-1.77,0.51
2011-09-29,1160.400024,0.1039741683,-0.0206911347,0.0233361454,-2.1502655775,1173.81730593,0.0114899926,-0.0182592818,4.01,-0.0162212363,0.0102767115,0.0251144304,2.0,1.28,0.65,0.22
2011-09-30,1131.420044,-0.1643951462,0.0081142291,0.0106883826,-1.9762037371,1169.77947146,-0.03591059,0.0043397396,3.96,-0.0236833599,-0.0032864318,-0.0169193293,1.9,1.26,-2.62,0.61
2011-10-03,1099.22998,0.2838147161,-0.0249741291,-0.0206911347,-5.4238721567,1163.06047228,-0.0201444318,0.0219135802,3.8,-0.0176229757,-0.025278647,-0.0203771866,1.79,1.31,-3.53,1.09
2011-10-04,1123.949951,-0.3448946624,-0.0284510286,0.0081142291,-4.1709690084,1159.33566073,-0.0250840445,-0.0105708245,3.79,-0.005605961,0.0014496778,0.0236120865,1.8,1.35,2.51,0.2
2011-10-05,1144.030029,-0.3241337723,0.0224884432,-0.0249741291,-3.7562693889,1157.87798151,0.0531830239,-0.0128205128,3.92,0.0154361929,0.0028952872,0.0153782091,1.92,1.36,1.93,-0.89
2011-10-06,1164.969971,1.0307055628,0.0178656336,-0.0284510286,-3.6506202535,1158.55340908,0.0366452588,0.0111317254,3.99,-0.0023264799,0.0073777548,-0.000811332,2.0,1.36,1.98,-0.38
2011-10-07,1155.459961,0.0945505685,0.0183036646,0.0224884432,-4.9794038291,1158.25879498,0.0046161322,0.0103975535,4.05,-0.0200598961,0.0050947301,-0.0044661118,2.09,1.37,-0.22,0.08
2011-10-10,1194.890015,-0.203136704,-0.0081633091,0.0178656336,-0.7640584391,1161.7474826,0.0295042322,0.0054479419,0.0,0.0514061605,0.0205924122,0.0369766323,0.0,0.0,3.12,-1.69
2011-10-11,1195.540039,-0.0050148421,0.0341249851,0.0183036646,-0.5448782691,1164.96582131,0.0046981442,0.0012040939,4.06,0.0295259719,-0.007294754,-0.0001311222,2.17,1.44,-0.13,0.13
2011-10-12,1207.25,0.2103876144,0.0005440032,-0.0081633091,3.4702929183,1168.99288594,-0.0028057049,0.0114251353,4.13,0.0047466014,0.0057849125,0.0116691626,2.23,1.44,0.74,-0.82
2011-10-13,1203.660034,-0.171620582,0.0097947042,0.0341249851,6.5600739341,1172.29451909,-0.0157092614,-0.0154577883,4.06,0.0155150101,-0.0015544691,-0.010238478,2.17,1.42,-0.02,0.01
2011-10-14,1224.579956,-0.0720379959,-0.0029736724,0.0005440032,7.7567380139,1177.27408451,0.0338256313,0.0132850242,4.13,0.0332247985,0.0076288024,0.0227837886,2.24,1.39,1.77,-0.48
2011-10-17,1200.859985,0.0446985321,0.0173802581,0.0097947042,3.2598164665,1179.52036075,-0.0048387097,0.0023837902,4.0,-0.0047629859,-0.0143695919,-0.0081935731,2.16,1.44,-2.07,0.68
2011-10-18,1225.380005,0.1254377194,-0.0193698834,-0.0029736724,4.2539433874,1183.88794592,0.0226904376,-0.0303210464,3.96,0.0053572441,0.009876109,0.01832965,2.17,1.46,2.43,-0.03
2011-10-19,1209.880005,0.0012850788,0.0204187168,0.0173802581,5.1100675017,1186.36338011,-0.0252433779,0.0131820969,3.97,-0.0559397712,-0.0276311558,-0.0058308912,2.17,1.42,-1.35,0.01
2011-10-20,1215.390015,0.0049315057,-0.0126491374,-0.0193698834,4.7388822701,1189.12782153,-0.0004645221,-0.019667171,3.98,-0.0083036101,-0.0017560664,0.0035700497,2.18,1.42,0.29,-0.23
2011-10-21,1238.25,0.0226844808,0.0045541789,0.0204187168,9.4421127296,1193.80612424,0.0130126641,0.0138888889,3.99,-0.0061723634,0.0199904049,0.0180408845,2.22,1.42,2.09,-0.79
2011-10-24,1254.189941,-0.1347964271,0.0188087649,-0.0126491374,14.0971374343,1199.55696393,0.0450739764,0.0057838661,4.01,0.0328352857,0.0148950143,0.0004992013,2.24,1.4,0.95,-0.48
2011-10-25,1229.050049,0.0381934292,0.0128729586,0.0045541789,9.3509589023,1202.36582918,0.0204126427,0.0024213075,3.87,-0.0197155996,-0.0160667998,-0.0091056008,2.13,1.41,-1.8,0.08
2011-10-26,1242.0,0.0893077066,-0.0200447246,0.0188087649,8.5635838673,1206.14051211,-0.029898903,0.0356280193,3.95,0.0071146691,0.0125608261,0.0205186047,2.22,1.38,1.06,0.2
2011-10-27,1284.589966,0.3065703915,0.010536553,0.0128729586,10.2680753992,1213.61188867,0.0416851441,0.0017492711,4.07,0.0102096902,0.0156613743,0.0099913285,2.4,1.39,3.64,-1.91
2011-10-28,1285.089966,-0.287536454,0.034291438,-0.0200447246,11.2189092981,1220.41932461,-0.0068114091,0.0133876601,3.97,0.0006424003,0.001526687,-0.0048851248,2.32,1.36,-0.12,0.28
2011-10-31,1253.300049,-0.0499218593,0.0003892293,0.010536553,4.8883188634,1223.55082217,-0.0013930562,-0.0109132682,3.88,-0.0004197753,-0.0184451073,-0.0416053863,2.15,1.31,-2.48,1.45
2011-11-01,1218.280029,0.3098062507,-0.0247375031,0.034291438,1.9020684593,1223.04884187,-0.0107307651,-0.0133565621,3.73,-0.0204308243,-0.0156856347,-0.0275322591,2.0,1.31,-1.98,1.42
2011-11-02,1237.900024,-0.2718978167,-0.0279422474,0.0003892293,2.5388299027,1224.46324017,0.0034710923,0.0258975868,3.82,0.0022697964,0.0041022088,0.0188306685,2.02,1.24,0.8,-0.27
2011-11-03,1261.150024,0.1796872909,0.0161046677,-0.0247375031,4.7762647572,1227.95721958,0.0168630418,0.008605852,3.9,0.0142422106,0.0109993245,0.0192580838,2.08,1.23,1.74,-0.41
2011-11-04,1253.22998,-0.2100351815,0.0187818075,-0.0279422474,2.339579695,1230.36414914,0.0020197725,-0.0051194539,3.88,-0.0070211179,-0.0034192262,-0.0043114887,2.05,1.24,-0.38,0.39
2011-11-07,1261.119995,-0.1046584783,-0.0062800173,0.0161046677,5.0180712783,1233.29327732,0.013367282,0.0188679245,3.82,-0.001274233,-0.0018715377,0.0105705684,2.03,1.24,0.52,-0.03
2011-11-08,1275.920044,0.1395878405,0.0062957439,0.0187818075,4.124438035,1237.35296939,0.013400335,0.007295174,3.93,0.0162609511,0.0134375156,0.0051670323,2.09,1.22,1.25,-0.51
2011-11-09,1229.099976,0.1922097792,0.011735639,-0.0062800173,1.5885848944,1236.56697002,-0.0109504132,-0.0061281337,3.84,-0.0269551614,-0.0205057351,-0.0297141793,1.99,1.24,-3.75,1.85
2011-11-10,1239.699951,-0.1409906991,-0.0366951426,0.0062957439,2.0001757214,1236.86534916,0.0213077084,-0.0156950673,3.93,-0.0254502987,0.0092870142,0.016927226,2.03,1.25,0.98,-0.26
2011-11-11,1263.849976,-0.1580359552,0.0086241764,0.011735639,2.0674319402,1239.43531362,0.0123747188,0.0096810934,0.0,-0.0015575827,0.0176231589,0.0129606612,0.0,0.0,1.94,-1.08
2011-11-14,1251.780029,-0.0446563685,0.0194805404,-0.0366951426,-0.192148886,1240.6110008,-0.0085867259,0.0016920474,3.89,-0.0139358097,-0.0052106667,-0.0095333918,2.03,1.28,-0.71,0.8
2011-11-15,1257.810059,0.1179061273,-0.0095501422,0.0086241764,2.340019434,1242.24900634,0.012533116,0.0050675676,3.93,0.0252333333,0.0012323832,0.0016463653,2.05,1.27,0.12,0.4
2011-11-16,1236.910034,0.1349456839,0.0048171642,0.0194805404,-0.4098201288,1241.74053278,0.0324041461,-0.0162464986,3.91,-0.0104415453,-0.0090782585,-0.0106207617,2.0,1.27,-1.83,0.19
2011-11-17,1216.130005,0.1251992039,-0.0166162012,-0.0095501422,-5.329323972,1239.3014349,-0.0367482211,-0.0076879271,3.83,-0.019128336,-0.0071429035,-0.0049840128,1.95,1.29,-1.32,0.36
2011-11-18,1215.650024,-0.1672682179,-0.0167999518,0.0048171642,-5.4035082241,1237.04891958,-0.0116373204,-0.0134863702,3.9,-0.006544567,-0.0014075853,0.0005137555,1.99,1.25,-0.06,-0.31
2011-11-21,1192.97998,0.0581198189,-0.000394679,-0.0166162012,-4.8128992772,1232.85187771,-0.0096242449,-0.0098894706,3.84,-0.0158159033,-0.0142521383,-0.0127085748,1.95,1.28,-1.92,0.27
2011-11-22,1188.040039,-0.0341623725,-0.0186484955,-0.0167999518,-2.4821871228,1228.58408355,0.010648196,-0.0017626322,3.81,0.0203246797,-0.0006354782,-0.0114420095,1.92,1.3,-0.67,-0.03
2011-11-23,1161.790039,-0.0288288242,-0.0041408415,-0.000394679,-6.148314365,1222.22274597,-0.0163666121,-0.0105944673,3.72,-0.025284871,-0.0144674081,-0.01907138,1.87,1.32,-1.92,1.16
2011-11-25,1158.670044,-0.5619304332,-0.0220952149,-0.0186484955,-8.1259150815,1216.17010769,0.0077995008,0.00446163,3.85,-0.0093190468,-0.0116148085,-0.0091177257,1.95,1.3,-0.56,0.6
2011-11-28,1192.550049,1.3559367864,-0.0026855068,-0.0041408415,-4.8418831315,1213.92057829,0.0134145083,0.0151021617,3.89,0.0345188158,0.017953305,0.0262516096,1.95,1.27,3.25,-0.49
2011-11-29,1195.189941,0.0183383281,0.0292404254,-0.0220952149,-5.2278969695,1212.13670807,0.0160879747,0.0017502917,3.96,-0.0077635194,0.0065736733,0.0143724164,1.98,1.26,0.46,-0.37
2011-11-30,1246.959961,0.4531476588,0.002213653,-0.0026855068,-2.2697412065,1215.45320835,0.0057119952,0.0168899243,4.07,0.0241157318,0.0309015934,0.0456259197,2.06,1.25,4.14,-0.83
2011-12-01,1244.579956,-0.3418236408,0.0433153077,0.0292404254,1.2594565375,1218.22718432,-0.0015942607,0.0034364261,4.1,0.01499218,-0.0041718788,-0.0080805692,2.09,1.31,-0.2,-0.08
2011-12-02,1244.280029,0.0852729215,-0.0019086459,0.002213653,0.3694505268,1220.70840762,0.0076846307,-0.0028538813,3.98,0.0045626943,-0.0152055244,0.0,2.03,1.31,0.0,0.38
2011-12-05,1257.079956,0.0009048551,-0.0002409865,0.0433153077,-0.5356664263,1224.17236461,-0.000297118,-0.0017172295,4.03,0.0084937284,-0.0017331022,0.008271663,2.03,1.26,0.92,-0.08
2011-12-06,1258.469971,-0.0997647093,0.0102870147,-0.0019086459,0.5344343131,1227.43880331,0.0030711314,-0.0206422018,4.07,-0.0052416553,0.0020517834,0.0045991674,2.09,1.27,0.0,-0.13
2011-12-07,1261.01001,0.1141627591,0.0011057491,-0.0002409865,0.254406536,1230.63606109,-0.0079012346,0.0161007026,4.0,-0.0047576009,0.0151204122,0.0032170502,2.03,1.28,0.72,-0.03
2011-12-08,1234.349976,0.0331279113,0.0020183549,0.0102870147,-0.2069720456,1230.98976727,-0.0209059233,-0.0118121579,3.95,0.0040350433,-0.010395625,-0.0149235196,1.99,1.3,-2.22,0.46
2011-12-09,1255.189941,-0.1088226467,-0.02114181,0.0011057491,3.2118224071,1233.29454572,0.0106761566,-0.0034985423,4.05,0.0075769544,0.0117591723,0.0184048196,2.07,1.3,1.84,-0.29
2011-12-12,1236.469971,-0.0600530986,0.0168833519,0.0020183549,1.7126596133,1233.59696718,-0.0163983903,-0.0289643066,4.02,-0.0045221685,-0.0158066173,-0.0158592705,2.03,1.28,-1.87,1.14
2011-12-13,1225.72998,0.1446993115,-0.0149140536,-0.02114181,2.7452262862,1232.84773031,0.0252633732,0.0078336848,3.98,-0.0077327456,-0.0023617856,0.0059962021,1.96,1.27,-0.73,0.89
2011-12-14,1211.819946,0.0428768649,-0.0086860104,0.0168833519,2.0016082135,1230.84508418,-0.0530726257,-0.041554559,3.88,-0.0221701657,-0.0028409248,-0.0135352914,1.92,1.28,-1.12,0.41
2011-12-15,1215.75,-0.1135218889,-0.0113483673,-0.0149140536,4.644553593,1229.40745712,-0.0113780025,-0.0180910792,3.9,-0.003287877,0.0129787908,0.007426951,1.92,1.29,0.45,-0.35
2011-12-16,1219.660034,0.4029719133,0.0032431006,-0.0086860104,5.2637927696,1228.4791311,-0.0030903666,0.0127064803,3.82,0.0054889799,0.0046875469,0.0016244534,1.86,1.3,0.58,-0.11
2011-12-19,1205.349976,-0.3153840398,0.0032161497,-0.0113483673,1.0733240933,1226.27635443,0.003313736,0.0025094103,3.76,0.0031232325,-0.0119751783,-0.0078593434,1.83,1.32,-2.13,-0.05
2011-12-20,1241.300049,0.1081391981,-0.0117328252,0.0032431006,3.8579732324,1227.70718248,0.0351587471,0.0096996245,3.87,0.0359488027,0.0155831578,0.0310574756,1.94,1.34,3.09,0.07
2011-12-21,1243.719971,-0.2703848269,0.0298254231,0.0032161497,-0.2598311174,1229.23220996,0.0142033759,-0.0034087388,3.9,0.001262811,0.0068196221,0.0136585732,1.99,1.38,0.02,0.1
2011-12-22,1254.0,0.1802049327,0.0019495061,-0.0117328252,0.7568854017,1231.59104711,0.0089303836,-0.0009328358,3.88,0.0052970109,0.003386715,0.0140760101,1.97,1.38,1.03,-0.05
2011-12-23,1265.329956,-0.3603464815,0.0082655495,0.0298254231,1.6917355024,1234.80427653,0.0030175015,-1.0,3.98,0.0119934737,0.0122737496,0.0110333372,2.03,1.37,0.9,-0.09
2011-12-27,1265.430054,-0.0462165877,0.0090350526,0.0019495061,0.6642455764,1237.72101724,0.0157440834,0.0,3.94,0.0079339349,0.0006061534,0.0007040366,2.01,1.38,0.0,-0.22
2011-12-28,1249.640015,0.1029714774,7.91082195796e-05,0.0082655495,-0.7016421689,1238.85615988,-0.0182643894,0.0,3.79,-0.0095687846,-0.0086337477,-0.0128986751,1.93,1.39,-1.25,0.92
2011-12-29,1263.02002,-0.0305747283,-0.0124780022,0.0090350526,0.1593968314,1241.15747989,0.0024135157,-0.0254614895,3.8,0.0061593707,0.006569901,0.0129484082,1.92,1.39,1.04,0.04
2011-12-30,1257.599976,-0.0027566469,0.0107070875,7.91082195796e-05,1.8835824889,1242.7234319,-0.0085272873,-1.0,3.77,-0.0002962283,-0.0045536584,-0.0059809431,1.88,1.39,-0.4,-0.48
2012-01-03,1277.060059,0.7359024583,-0.0042913366,-0.0124780022,1.7423751805,1245.99358686,0.0417889305,0.0,3.84,0.015382716,0.004574489,0.0146295183,1.96,1.42,1.56,-0.83
2012-01-04,1277.300049,-0.0890354514,0.0154739849,0.0107070875,3.302148775,1248.97515469,0.0025252525,0.0093867334,3.89,0.0053741507,-0.0060715546,0.0002325233,1.99,1.41,0.08,0.64
2012-01-05,1281.060059,0.2013511181,0.0001879238,-0.0042913366,4.5140512105,1252.03085986,-0.0136601434,-0.0086794792,3.91,0.0111019346,-0.0012217623,-0.0030224949,2.01,1.38,0.0,1.03
2012-01-06,1277.810059,-0.1527172465,0.0029437171,0.0154739849,5.4455377812,1254.48602168,-0.0024555545,0.0109443402,3.85,0.0104538,-0.0087155961,-0.0074626747,1.96,1.4,0.1,0.43
2012-01-09,1280.699951,-0.0779992507,-0.0025369615,0.0001879238,5.3423772157,1256.98258638,-0.0024615991,-0.0009279307,3.86,-0.0015861695,0.0015424649,0.0044642503,1.97,1.4,0.1,-0.26
2012-01-10,1292.079956,0.2522125994,0.0022615975,0.0029437171,5.9377137876,1260.32519301,0.0091797453,0.013622291,3.86,0.0035804685,0.0041582781,0.0025731111,1.99,1.39,0.82,-0.36
2012-01-11,1292.47998,-0.060123734,0.0088857698,-0.0025369615,7.2286062749,1263.38755368,-0.0132042254,-0.0015271839,3.8,-0.0016302736,-0.0010736197,-0.0074661572,1.92,1.4,0.17,0.63
2012-01-12,1295.5,0.0130464804,0.0003095969,0.0022615975,4.3663859551,1266.4458819,-0.0184359203,0.0162129091,3.9,-0.0027452491,0.001535483,-0.0039962858,1.92,1.31,0.27,-0.7
2012-01-13,1289.089966,-0.0814748662,0.0023366087,0.0088857698,3.6479268692,1268.60246134,-0.003433303,-0.0153521975,3.81,-0.0037494578,0.0004598957,0.0016521006,1.87,1.32,-0.21,0.93
2012-01-17,1293.670044,0.0861560461,-0.0049479228,0.0003095969,3.1634803828,1270.98985016,0.0203668051,0.0125343932,3.79,0.0116481192,-0.0021452497,0.0095429433,1.85,1.32,0.02,-0.19
2012-01-18,1308.040039,0.0213614795,0.0035529545,0.0023366087,3.3754107217,1274.51843957,-0.0008937438,-0.0054347826,3.78,0.0103838167,0.0024569409,0.008869121,1.9,1.39,1.01,-0.75
2012-01-19,1314.5,0.0902625874,0.011107929,-0.0049479228,3.8777288278,1278.32620723,-0.0028824173,0.0048573163,3.87,-0.0031693714,-0.0013786305,0.0067091038,1.97,1.36,0.63,-0.51
2012-01-20,1315.380005,-0.1238879596,0.0049386569,0.0035529545,5.2607142226,1281.85514035,-0.0216307815,-0.0012084592,3.86,-0.0174167036,0.0012271053,0.0052855223,2.02,1.43,0.02,0.0
2012-01-23,1316.0,-0.0362186974,0.0006694599,0.011107929,4.1947062724,1285.10703175,0.0134488029,0.0136116152,3.91,0.0169164666,-0.0041366173,-0.0002285633,2.06,1.42,0.02,-0.6
2012-01-24,1314.650024,-0.0205122901,0.0004713429,0.0049386569,4.5364224784,1287.92065006,-0.0063335679,-0.0059683677,3.92,-0.0163777171,0.0,-0.0033154338,2.06,1.41,0.04,0.13
2012-01-25,1326.060059,0.1942164199,-0.0010258176,0.0006694599,3.8369377896,1291.55297472,0.0039457709,-0.0093065146,3.93,0.062439048,0.0033846308,0.0004588323,1.98,1.39,0.67,-0.39
2012-01-26,1318.430054,0.025201149,0.0086791426,0.0004713429,3.2200738607,1294.11269656,0.0053411267,0.0466666667,3.88,-0.0045448597,0.0073596442,-0.0051594129,1.92,1.36,-0.38,-0.26
2012-01-27,1316.329956,-0.1138173447,-0.005753891,-0.0010258176,2.7531805985,1296.22862603,-0.0029069767,-0.0005790388,3.85,0.0059600523,-0.0021308829,-0.01083318,1.88,1.36,-0.21,-0.63
2012-01-30,1313.01001,-0.0869321103,-0.0015928778,0.0086791426,2.7547091801,1297.82685307,-0.0072383633,0.0017381228,3.77,0.0128107447,0.0022879958,-0.0039613654,1.82,1.35,-0.27,0.37
2012-01-31,1312.410034,0.1575672108,-0.002522123,-0.005753891,2.4759962687,1299.21572745,-0.0029367089,0.008675535,3.72,0.0076598398,0.0030437529,-0.0204702309,1.79,1.35,-0.06,0.15
2012-02-01,1324.089966,0.0634651934,-0.000456947,-0.0015928778,2.4774016385,1301.58470255,-0.0084298192,-0.002293578,3.8,-0.0006352874,-0.0033379151,0.0027466325,1.82,1.32,0.88,-0.49
2012-02-02,1325.540039,-0.0851264109,0.0088996058,-0.002522123,2.5578778404,1303.86616316,-0.0130082966,0.0063218391,3.79,-0.0023454811,-0.001522393,-0.0052399904,1.79,1.32,0.23,0.1
2012-02-03,1344.900024,0.1183303728,0.0010951469,-0.000456947,3.8132013894,1307.77414991,0.0149439601,-0.0097087379,3.93,0.0100193267,0.0007623571,0.0166407161,1.91,1.3,1.23,-0.06
2012-02-06,1344.329956,-0.2666456912,0.0146053566,0.0088996058,4.2851927683,1311.25565525,-0.0093047035,-0.008650519,3.87,0.0093325314,-0.0068555303,0.0097739286,1.89,1.28,0.0,0.16
2012-02-07,1347.050049,0.1073349706,-0.0004238739,0.0010951469,4.1262457338,1314.66464513,0.017132831,0.0029086678,3.92,0.0104748955,0.0010737843,0.0068804198,1.94,1.27,0.43,-0.66
2012-02-08,1349.959961,0.0946623344,0.002023382,0.0146053566,3.2047889017,1318.02610378,0.0025367834,0.0127610209,3.91,0.016743815,-0.0003065277,-0.0118137138,1.95,1.27,0.17,0.08
2012-02-09,1351.949951,0.0276220303,0.0021602108,-0.0004238739,2.8489882845,1321.25694638,0.0109311741,0.0011454754,3.91,0.034593418,-0.0053647917,-0.005157091,1.98,1.31,0.09,-0.1
2012-02-10,1342.640015,-0.0789355541,0.0014741104,0.002023382,2.0724056848,1323.2934291,-0.0120144173,-0.0208810069,3.82,0.0005069063,-0.004469117,-0.0127237752,1.91,1.31,-0.57,0.74
2012-02-13,1351.77002,-0.0669334998,-0.0068863023,0.0021602108,2.7180866261,1326.00548538,0.0173287394,0.0049664037,3.86,0.0186048884,0.0012384211,0.0073985081,1.94,1.32,0.63,-0.23
2012-02-14,1350.5,0.0750351019,0.0068000394,0.0014741104,2.7269596733,1328.3382963,0.0042832951,0.0011627907,3.78,0.0136489688,-0.0010822356,0.0029613836,1.83,1.32,-0.09,0.81
2012-02-15,1343.22998,0.0490600383,-0.0009395237,-0.0068863023,1.2948071909,1329.75655189,0.0099186669,0.006387921,3.81,-0.0231421822,0.0006191147,-0.0064957484,1.84,1.31,-0.41,0.11
